ID,NPL_score,SMILES_no_chiral,SMILES_chiral
CHEMBL3134238,-0.939,O=C(O)CCc1ccc(CCNC(=O)c2ccccc2F)cc1,O=C(O)CCc1ccc(CCNC(=O)c2ccccc2F)cc1
CHEMBL3126649,-0.935,Cc1cc(=Nc2cccc(NC(=O)c3ccccc3N=c3cc[nH]c4ccccc34)c2)[nH]c(=N)[nH]1,Cc1cc(=Nc2cccc(NC(=O)c3ccccc3N=c3cc[nH]c4ccccc34)c2)[nH]c(=N)[nH]1
CHEMBL2349526,0.623,N=c1[nH]cnc2c1c(Br)cn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,N=c1[nH]cnc2c1c(Br)cn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O
CHEMBL4207331,-0.45,COc1cc2c(=NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4208425,-0.035,COc1cc2c(=NCC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2,COc1cc2c(=NCC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2
CHEMBL4170228,-0.87,COc1cc2c(=NC3CCN(C)CC3)[nH]c(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)[nH]c(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1
CHEMBL4159597,-0.838,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)s3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)s3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4162911,-0.722,COc1cc2c(=NC3CCN(C4CC4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C4CC4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL1916671,-0.532,CN(C)CC1CC(Cc2ccccc2)=NO1,CN(C)CC1CC(Cc2ccccc2)=NO1
CHEMBL563803,0.72,N=c1[nH]cnc2c1ncn2C1OC(CSC2CNC(C(N)=O)C2)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CNC(C(N)=O)C2)[C@@H](O)[C@H]1O
CHEMBL3109079,-0.373,O=C(O)C1C(Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=C(O)C1[C@H](Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CHEMBL3109085,-0.718,O=C(O)C(Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=C(O)C(Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CHEMBL3134231,-0.706,COc1ccc(Cl)cc1C(=O)NCCc1cccc(CCC(=O)O)c1,COc1ccc(Cl)cc1C(=O)NCCc1cccc(CCC(=O)O)c1
CHEMBL166750,-1.16,COc1ccc(Cl)cc1C(=O)NCCc1ccccc1,COc1ccc(Cl)cc1C(=O)NCCc1ccccc1
CHEMBL3134232,-0.668,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCCO)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCCO)cc1
CHEMBL3134237,-0.805,O=C(O)CCc1ccc(CCNC(=O)c2cccc(Cl)c2)cc1,O=C(O)CCc1ccc(CCNC(=O)c2cccc(Cl)c2)cc1
CHEMBL563938,0.646,N=c1[nH]cnc2c1ncn2C1OC(CSCCN)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSCCN)[C@@H](O)[C@H]1O
CHEMBL2047543,-0.448,CON=C(Cc1ccc(OC)c(Br)c1)C(=O)NCCSC,CON=C(Cc1ccc(OC)c(Br)c1)C(=O)NCCSC
CHEMBL563024,0.572,NC(CCSCC1OC(n2cnc3c(=NCCc4ccccc4)[nH]cnc32)C(O)C1O)C(=O)O,NC(CCSC[C@H]1O[C@@H](n2cnc3c(=NCCc4ccccc4)[nH]cnc32)[C@H](O)[C@@H]1O)C(=O)O
CHEMBL560505,0.526,COc1cc(CN=c2[nH]cnc3c2ncn3C2OC(CSCCC(N)C(=O)O)C(O)C2O)cc(OC)c1,COc1cc(CN=c2[nH]cnc3c2ncn3[C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)cc(OC)c1
CHEMBL3126644,-0.873,Cc1cc(=Nc2ccccc2NC(=O)c2ccc(N=c3cc[nH]c4ccccc34)cc2)[nH]c(=N)[nH]1,Cc1cc(=Nc2ccccc2NC(=O)c2ccc(N=c3cc[nH]c4ccccc34)cc2)[nH]c(=N)[nH]1
CHEMBL2047696,0.434,COc1cc(CC(=NO)C(=O)NCCS)cc(Br)c1OC,COc1cc(CC(=NO)C(=O)NCCS)cc(Br)c1OC
CHEMBL3126647,-0.933,Cc1cc(=Nc2ccccc2NC(=O)c2cccc(N=c3cc[nH]c4ccccc34)c2)[nH]c(=N)[nH]1,Cc1cc(=Nc2ccccc2NC(=O)c2cccc(N=c3cc[nH]c4ccccc34)c2)[nH]c(=N)[nH]1
CHEMBL3134234,-0.747,COc1ccc(Cl)cc1C(=O)NC(Cc1ccc(OCC(=O)O)cc1)C(=O)O,COc1ccc(Cl)cc1C(=O)NC(Cc1ccc(OCC(=O)O)cc1)C(=O)O
CHEMBL3134253,-1.138,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)N(C)C)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)N(C)C)cc1
CHEMBL3134252,-1.064,CNC(=O)CCc1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1,CNC(=O)CCc1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1
CHEMBL3134233,-0.853,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CC(=O)O)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CC(=O)O)cc1
CHEMBL1916676,-0.789,CN1CC2ON=C(c3ccc([N+](=O)[O-])cc3)C2C1,CN1CC2ON=C(c3ccc([N+](=O)[O-])cc3)C2C1
CHEMBL1916670,-0.421,CN(C)CC1CC(c2ccc(O)cc2)=NO1,CN(C)CC1CC(c2ccc(O)cc2)=NO1
CHEMBL1916677,-0.249,COc1ccc(C2=NOC3CN(C)CC23)cc1,COc1ccc(C2=NOC3CN(C)CC23)cc1
CHEMBL4461581,-0.672,COc1ccc(CCN2CCC(N=c3[nH]c(=NCc4ccc(F)cc4)[nH]c4cc(OC)c(OC)cc34)CC2)cc1,COc1ccc(CCN2CCC(N=c3[nH]c(=NCc4ccc(F)cc4)[nH]c4cc(OC)c(OC)cc34)CC2)cc1
CHEMBL4450778,-0.838,COc1cc2c(=NCCNc3cccc4ccccc34)[nH]c(N3CCN(c4ccccc4)CC3)nc2cc1OCc1ccccc1,COc1cc2c(=NCCNc3cccc4ccccc34)[nH]c(N3CCN(c4ccccc4)CC3)nc2cc1OCc1ccccc1
CHEMBL4547807,-1.002,c1ccc(COc2ccc3c(=NC4CCN(Cc5ccccc5)CC4)[nH]c(N4CCN(c5ccccc5)CC4)nc3c2)cc1,c1ccc(COc2ccc3c(=NC4CCN(Cc5ccccc5)CC4)[nH]c(N4CCN(c5ccccc5)CC4)nc3c2)cc1
CHEMBL1320181,-1.035,CCOc1cc(C=C(C#N)C(=O)Nc2cccc(C(=O)O)c2)ccc1OCc1ccc(Br)cc1,CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)ccc1OCc1ccc(Br)cc1
CHEMBL1315592,-1.542,COC(=O)C1CCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)CC1,COC(=O)C1CCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)CC1
CHEMBL1371301,-2.092,CCN(CC)c1ccc(NC(=O)CCS(=O)(=O)c2ccc(Br)cc2)c(C)c1,CCN(CC)c1ccc(NC(=O)CCS(=O)(=O)c2ccc(Br)cc2)c(C)c1
CHEMBL1485960,-1.951,CCOc1cccc(N2C(=O)C(=Cc3ccco3)C(=O)NC2=S)c1,CCOc1cccc(N2C(=O)/C(=C/c3ccco3)C(=O)NC2=S)c1
CHEMBL1558192,-1.503,O=C(O)C(c1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccccc3Cl)o2)SC1=S,O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccccc3Cl)o2)SC1=S
CHEMBL1490332,-1.182,CCN(CC)CCn1nc2c3c(cccc3c1=O)-c1ccccc1-2,CCN(CC)CCn1nc2c3c(cccc3c1=O)-c1ccccc1-2
CHEMBL1444349,-0.806,O=C1NC(=S)N=C1Cc1cc2c(cc1[N+](=O)[O-])OCO2,O=C1NC(=S)N=C1Cc1cc2c(cc1[N+](=O)[O-])OCO2
CHEMBL1471220,-2.432,O=C(COC(=O)c1cc2c(s1)CCC2)Nc1ccc(F)cc1,O=C(COC(=O)c1cc2c(s1)CCC2)Nc1ccc(F)cc1
CHEMBL1302528,-1.708,O=C(CN1C(=O)SC(=Cc2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O)Nc1ccc2c(c1)OCO2,O=C(CN1C(=O)S/C(=C\c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O)Nc1ccc2c(c1)OCO2
CHEMBL1863716,-1.945,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCS(=O)(=O)O)C2=O)cc1,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCS(=O)(=O)O)C2=O)cc1
CHEMBL1967028,-1.236,CCc1ccc(C(C)=NNC(=O)C=NC(=O)CCc2ccco2)cc1,CCc1ccc(C(C)=NNC(=O)C=NC(=O)CCc2ccco2)cc1
CHEMBL1606403,-0.862,C=CCOC(=O)c1cc(-c2ccc(C=c3c(=O)[nH]c(O)c(C#N)c3=C)o2)ccc1Cl,C=CCOC(=O)c1cc(-c2ccc(/C=c3\c(=O)[nH]c(O)c(C#N)c3=C)o2)ccc1Cl
CHEMBL1439640,-1.892,COc1ccc(Cc2n[nH]c(=NC(=O)Cc3cccs3)s2)cc1,COc1ccc(Cc2n[nH]c(=NC(=O)Cc3cccs3)s2)cc1
CHEMBL3427580,-1.164,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(C(F)(F)F)cc3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(C(F)(F)F)cc3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL3427576,-1.114,COC(=O)C(Cc1ccc(-n2nnc(-c3cc(F)cc(F)c3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3cc(F)cc(F)c3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL3427574,-1.142,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(N(C)C)cc3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(N(C)C)cc3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL551499,0.596,N=c1[nH]cnc2c1ncn2C1OC(CSC2CCCNC2)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCCNC2)[C@@H](O)[C@H]1O
CHEMBL555352,0.438,NC(CCSCC1OC(n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]cnc32)C(O)C1O)C(=O)O,NC(CCSC[C@H]1O[C@@H](n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]cnc32)[C@H](O)[C@@H]1O)C(=O)O
CHEMBL1548829,0.406,COC(=O)C(C(C)=O)=C(C=CC=CC=CN(C)C)N(C)C,COC(=O)/C(C(C)=O)=C(\C=C\C=C\C=C\N(C)C)N(C)C
CHEMBL560306,0.502,NC(CCSCC1OC(n2cnc3c(=NCc4ccncc4)[nH]cnc32)C(O)C1O)C(=O)O,NC(CCSC[C@H]1O[C@@H](n2cnc3c(=NCc4ccncc4)[nH]cnc32)[C@H](O)[C@@H]1O)C(=O)O
CHEMBL2178763,-0.078,O=C(NCCSSCCNC(=O)C(Cc1c[nH]c2ccc(OCc3ccccc3)cc12)=NO)C(Cc1c[nH]c2ccc(OCc3ccccc3)cc12)=NO,O=C(NCCSSCCNC(=O)C(Cc1c[nH]c2ccc(OCc3ccccc3)cc12)=NO)C(Cc1c[nH]c2ccc(OCc3ccccc3)cc12)=NO
CHEMBL1916685,0.06,CN1CC2ON=C(Cc3ccc(N)cc3)C2C1,CN1CC2ON=C(Cc3ccc(N)cc3)C2C1
CHEMBL1916681,0.15,CN1CC2ON=C(c3ccc(O)cc3)C2C1,CN1CC2ON=C(c3ccc(O)cc3)C2C1
CHEMBL1916516,-0.908,CN(C)CC1CC(c2ccccc2)=NO1,CN(C)CC1CC(c2ccccc2)=NO1
CHEMBL1458444,-2.336,NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])s2)cc1,NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])s2)cc1
CHEMBL1529334,-1.317,C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc(C)cc3)c2=O)cc(C)n1-c1sc2c(c1C#N)CCCC2,C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc(C)cc3)c2=O)cc(C)n1-c1sc2c(c1C#N)CCCC2
CHEMBL1386849,-1.636,Cc1ccc(C(=O)Nn2cc(O)c(-c3nc(-c4cccc([N+](=O)[O-])c4)cs3)c2N)cc1,Cc1ccc(C(=O)Nn2cc(O)c(-c3nc(-c4cccc([N+](=O)[O-])c4)cs3)c2N)cc1
CHEMBL599013,-1.618,O=C(O)c1ccccc1C=NNC(=O)c1cc(-c2ccco2)nc2ccccc12,O=C(O)c1ccccc1/C=N/NC(=O)c1cc(-c2ccco2)nc2ccccc12
CHEMBL1730022,-0.064,Cn1c2ccccc2c2c(=O)oc3ccccc3c21,Cn1c2ccccc2c2c(=O)oc3ccccc3c21
CHEMBL1706577,-2.181,O=C(NN=Cc1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12,O=C(N/N=C/c1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12
CHEMBL1511981,-1.941,CSc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1,CSc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1
CHEMBL602400,-1.114,CCN(CC)CCN=c1[nH]c2cc(OC)c(OC)cc2c2nc(-c3ccccc3)nn12,CCN(CC)CCN=c1[nH]c2cc(OC)c(OC)cc2c2nc(-c3ccccc3)nn12
CHEMBL1875722,-0.504,COc1ccc(Oc2c(OC)cc(NCc3ccc(CN)cc3)c3ncccc23)cc1,COc1ccc(Oc2c(OC)cc(NCc3ccc(CN)cc3)c3ncccc23)cc1
CHEMBL1381264,-2.102,CCS(=O)(=O)C1=NN2C(=N)C(=Cc3ccc(SCc4ccco4)o3)C(=O)N=C2S1,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(SCc4ccco4)o3)C(=O)N=C2S1
CHEMBL1411344,-1.183,O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccc(O)cc1,O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccc(O)cc1
CHEMBL1438370,-1.981,Cc1c2cnn(CC(=O)Nc3c(F)c(F)cc(F)c3F)c(=O)c2c(C)n1Cc1ccccc1F,Cc1c2cnn(CC(=O)Nc3c(F)c(F)cc(F)c3F)c(=O)c2c(C)n1Cc1ccccc1F
CHEMBL1321933,-1.845,O=C(N=c1[nH]nc(-c2ccncc2)s1)Nc1ccc(Cl)c(Cl)c1,O=C(N=c1[nH]nc(-c2ccncc2)s1)Nc1ccc(Cl)c(Cl)c1
CHEMBL1315784,-0.123,O=S(=O)(c1cc(O)ccc1O)c1cccc2c(S(=O)(=O)c3cc(O)ccc3O)cccc12,O=S(=O)(c1cc(O)ccc1O)c1cccc2c(S(=O)(=O)c3cc(O)ccc3O)cccc12
CHEMBL4170114,-0.691,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4166822,-0.735,COc1cc2c(=NC3CCN(C)CC3)cc(C(F)(F)F)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)cc(C(F)(F)F)[nH]c2cc1OCCCN1CCCC1
CHEMBL2385824,-1.038,Cc1cc(=Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccc(Cl)cc45)cc3)cc2)[nH]c(=N)[nH]1,Cc1cc(=Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccc(Cl)cc45)cc3)cc2)[nH]c(=N)[nH]1
CHEMBL606454,-0.17,COc1ccc2c(c1)[nH]c1c(C)c(OCc3ccccc3)ccc12,COc1ccc2c(c1)[nH]c1c(C)c(OCc3ccccc3)ccc12
CHEMBL2047692,-0.38,O=C(NCCS)C(Cc1ccc(F)c(Br)c1)=NO,O=C(NCCS)C(Cc1ccc(F)c(Br)c1)=NO
CHEMBL3109089,-0.593,O=C(CN1C(=O)c2ccccc2C1=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,O=C(CN1C(=O)c2ccccc2C1=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
CHEMBL3109081,-0.451,O=C(O)C(Cc1cc(=O)[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,O=C(O)C(Cc1cc(=O)[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O
CHEMBL1331094,-0.471,O=C(O)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O,O=C(O)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O
CHEMBL1355217,-0.449,O=C(O)C(Cc1c[nH]cn1)N1C(=O)c2ccccc2C1=O,O=C(O)C(Cc1c[nH]cn1)N1C(=O)c2ccccc2C1=O
CHEMBL2047710,0.195,COc1cc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc2cc(I)c(OC)c(OC)c2)=NO)cc(I)c1OC,COc1cc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc2cc(I)c(OC)c(OC)c2)=NO)cc(I)c1OC
CHEMBL2047539,0.114,COc1ccc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc2ccc(OC)c(Br)c2)=NO)cc1Br,COc1ccc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc2ccc(OC)c(Br)c2)=NO)cc1Br
CHEMBL2047691,0.103,COc1ccc(CC(=NO)C(=O)NCCS)cc1I,COc1ccc(CC(=NO)C(=O)NCCS)cc1I
CHEMBL2047700,-0.508,O=C(NCCS)C(Cc1cc(Br)cc([N+](=O)[O-])c1)=NO,O=C(NCCS)C(Cc1cc(Br)cc([N+](=O)[O-])c1)=NO
CHEMBL1533351,-1.116,C=c1c(=Cc2c(O)[nH]c(=S)[nH]c2=O)cc(C)n1-c1sc2c(c1C(=O)OCC)CCCC2,C=c1c(=Cc2c(O)[nH]c(=S)[nH]c2=O)cc(C)n1-c1sc2c(c1C(=O)OCC)CCCC2
CHEMBL1358848,-1.008,O=C(c1ccc(=O)oc1)N1CCOCC1,O=C(c1ccc(=O)oc1)N1CCOCC1
CHEMBL1372387,-1.384,O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c4c(sc3nc12)CCCC4,O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c4c(sc3nc12)CCCC4
CHEMBL1434750,-1.688,O=C(O)CN1C(=O)C(=Cc2cc(Br)ccc2OCc2ccc(Cl)cc2)SC1=S,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(Cl)cc2)SC1=S
CHEMBL1481077,-0.78,Cc1ccc(C(=O)O)cc1-c1ccc(CC2=NC(=O)N(c3ccccc3)C2=O)o1,Cc1ccc(C(=O)O)cc1-c1ccc(CC2=NC(=O)N(c3ccccc3)C2=O)o1
CHEMBL212414,-1.469,Cc1ccc(NC(=O)CN2C(=O)N=C(Cc3cccn3-c3cccc(C(=O)O)c3)C2=O)cc1,Cc1ccc(NC(=O)CN2C(=O)N=C(Cc3cccn3-c3cccc(C(=O)O)c3)C2=O)cc1
CHEMBL1308055,-2.214,Cc1ccc(-n2cccc2C=C2C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)cc1Cl,Cc1ccc(-n2cccc2/C=C2/C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)cc1Cl
CHEMBL1520297,-0.904,Cc1cc[n+](CC(=O)c2cccc([N+](=O)[O-])c2)c2ccccc12,Cc1cc[n+](CC(=O)c2cccc([N+](=O)[O-])c2)c2ccccc12
CHEMBL1360585,-0.307,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C(C)=CC)C3)c1,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C(C)=CC)C3)c1
CHEMBL1361920,-1.057,C=c1c(=Cc2c(O)[nH]c(=O)n(Cc3ccccc3)c2=O)cc(C)n1-c1ccc(Cl)c(C(=O)O)c1,C=c1c(=Cc2c(O)[nH]c(=O)n(Cc3ccccc3)c2=O)cc(C)n1-c1ccc(Cl)c(C(=O)O)c1
CHEMBL2178770,-0.048,O=C(NCCCCSSCCCCNC(=O)C(Cc1c[nH]c2ccc(Br)cc12)=NO)C(Cc1c[nH]c2ccc(Br)cc12)=NO,O=C(NCCCCSSCCCCNC(=O)C(Cc1c[nH]c2ccc(Br)cc12)=NO)C(Cc1c[nH]c2ccc(Br)cc12)=NO
CHEMBL3427579,-1.309,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(OC(F)F)cc3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(OC(F)F)cc3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL3427573,-0.965,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(OC)cc3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(OC)cc3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL4588672,-1.949,COc1cc(C#N)ccc1OCc1nnc(-c2ccc(F)cc2)o1,COc1cc(C#N)ccc1OCc1nnc(-c2ccc(F)cc2)o1
CHEMBL3126648,-0.896,Cc1cc(=Nc2ccc(NC(=O)c3ccccc3N=c3cc[nH]c4ccccc34)cc2)[nH]c(=N)[nH]1,Cc1cc(=Nc2ccc(NC(=O)c3ccccc3N=c3cc[nH]c4ccccc34)cc2)[nH]c(=N)[nH]1
CHEMBL4094513,-1.188,CN(CCN)Cc1ccccc1Sc1ccccc1Cl,CN(CCN)Cc1ccccc1Sc1ccccc1Cl
CHEMBL3086767,-0.861,CCOC(=O)NCCCC(=O)NCCc1ccccc1,CCOC(=O)NCCCC(=O)NCCc1ccccc1
CHEMBL560045,0.592,Cc1nc(=N)c2ncn(C3OC(CSCCC(N)C(=O)O)C(O)C3O)c2[nH]1,Cc1nc(=N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2[nH]1
CHEMBL4282866,-1.854,CCN(CC)S(=O)(=O)c1ccc(C=Cc2nc3ccccc3s2)cc1,CCN(CC)S(=O)(=O)c1ccc(/C=C/c2nc3ccccc3s2)cc1
CHEMBL3109090,-0.246,O=C(O)C1C(Cc2c[nH]c3ccccc23)CCN1C(=O)CN1C(=O)c2ccccc2C1=O,O=C(O)C1[C@H](Cc2c[nH]c3ccccc23)CCN1C(=O)CN1C(=O)c2ccccc2C1=O
CHEMBL3263624,1.186,CCCCCC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,CCCCC[C@H]1O[C@@H](n2cnc3c(=N)[nH]cnc32)[C@H](O)[C@@H]1O
