ID,NPL_score,SMILES_no_chiral,SMILES_chiral
CHEMBL3414632,1.229,CC(=O)NC=Cc1ccc(O)c(-c2cc3c(O)c4c(C(=O)O)c(C(=O)O)c(O)cc4c(O)c3c(O)c2O)c1,CC(=O)NC=Cc1ccc(O)c(-c2cc3c(O)c4c(C(=O)O)c(C(=O)O)c(O)cc4c(O)c3c(O)c2O)c1
CHEMBL4070099,-0.998,c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5cnc6ccccc6c5)CC4)ccc23)cc1,c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5cnc6ccccc6c5)CC4)ccc23)cc1
CHEMBL3763382,-0.527,Cc1ccc(N2C(=O)N=C(Cc3ccc(O)cc3)C2=O)cc1,Cc1ccc(N2C(=O)N=C(Cc3ccc(O)cc3)C2=O)cc1
CHEMBL4093953,-0.549,c1ccc(CCCN=c2[nH]cnc3cc(OCCN4CCN(CCN=c5cc[nH]c6ccccc56)CC4)ccc23)cc1,c1ccc(CCCN=c2[nH]cnc3cc(OCCN4CCN(CCN=c5cc[nH]c6ccccc56)CC4)ccc23)cc1
CHEMBL4085774,-1,c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5ccc6ncccc6c5)CC4)ccc23)cc1,c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5ccc6ncccc6c5)CC4)ccc23)cc1
CHEMBL4076738,-0.765,FC(F)(F)c1ccc2c(=NCCN3CCC(COc4ccc5c(=NCCCc6ccccc6)[nH]cnc5c4)CC3)cc[nH]c2c1,FC(F)(F)c1ccc2c(=NCCN3CCC(COc4ccc5c(=NCCCc6ccccc6)[nH]cnc5c4)CC3)cc[nH]c2c1
CHEMBL105350,0.723,O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1,O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1
CHEMBL355037,-1.162,CCc1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1,CCc1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1
CHEMBL3134249,-0.6,COc1ccc(Cl)cc1C(=O)NCCc1ccc(C=CC(=O)O)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(/C=C/C(=O)O)cc1
CHEMBL318782,-0.089,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
CHEMBL1440928,0.383,CN(C)CCc1cc2c(c3c1ccc1ccccc13)OCO2,CN(C)CCc1cc2c(c3c1ccc1ccccc13)OCO2
CHEMBL1320799,-1.137,NS(=O)(=O)c1ccc(N=Nc2ccc(=O)[nH]c2O)cc1,NS(=O)(=O)c1ccc(N=Nc2ccc(=O)[nH]c2O)cc1
CHEMBL1715550,0.336,COc1cc(C=CC=C2CCC(=CC=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,COc1cc(C=CC=C2CCC(=CC=Cc3ccc(O)c(OC)c3)C2=O)ccc1O
CHEMBL1423186,-2.318,O=C(CSc1nc(=O)cc(O)[nH]1)Nc1ccccc1[N+](=O)[O-],O=C(CSc1nc(=O)cc(O)[nH]1)Nc1ccccc1[N+](=O)[O-]
CHEMBL1380580,-0.92,Oc1[nH]c2ccccc2c1N=Nc1ccc(F)cc1,Oc1[nH]c2ccccc2c1N=Nc1ccc(F)cc1
CHEMBL1404761,-1.381,N=C1C(=Cc2coc3ccccc3c2=O)C(=O)N=C2SC(c3ccco3)=NN12,N=C1/C(=C/c2coc3ccccc3c2=O)C(=O)N=C2SC(c3ccco3)=NN12
CHEMBL1503050,0.489,O=C(O)Cc1c[nH]c2cccc(O)c12,O=C(O)Cc1c[nH]c2cccc(O)c12
CHEMBL1978925,-1.151,O=C(NN=Cc1ccc(OC(=O)c2ccccc2Cl)cc1)c1cc(O)cc(O)c1,O=C(N/N=C/c1ccc(OC(=O)c2ccccc2Cl)cc1)c1cc(O)cc(O)c1
CHEMBL1566980,-1.947,O=C(CSc1nc(=O)c2ccccc2[nH]1)N=c1[nH]c(-c2ccc(Br)cc2)cs1,O=C(CSc1nc(=O)c2ccccc2[nH]1)N=c1[nH]c(-c2ccc(Br)cc2)cs1
CHEMBL1403497,-1.287,O=c1cc(O)[nH]c(=O)n1Cc1ccco1,O=c1cc(O)[nH]c(=O)n1Cc1ccco1
CHEMBL1408320,-1.266,CC(C)N1C(=O)C(=CC=Cc2ccco2)C(=O)N(Cc2ccco2)C1=O,CC(C)N1C(=O)/C(=C/C=C/c2ccco2)C(=O)N(Cc2ccco2)C1=O
CHEMBL1603637,-1.325,COc1ccc(C=c2c(=CSc3ccc(Cl)cc3)[nH]n(-c3nc4ccccc4s3)c2=O)cc1,COc1ccc(/C=c2\c(=CSc3ccc(Cl)cc3)[nH]n(-c3nc4ccccc4s3)c2=O)cc1
CHEMBL2178754,-0.178,CON=C(Cc1c[nH]c2ccc(Br)cc12)C(=O)NCCSSCCNC(=O)C(Cc1c[nH]c2ccc(Br)cc12)=NOC,CON=C(Cc1c[nH]c2ccc(Br)cc12)C(=O)NCCSSCCNC(=O)C(Cc1c[nH]c2ccc(Br)cc12)=NOC
CHEMBL2178775,-0.342,CSCCNC(=O)C(Cc1c[nH]c2ccc(Br)cc12)=NO,CSCCNC(=O)C(Cc1c[nH]c2ccc(Br)cc12)=NO
CHEMBL1964442,-0.598,O=C(NN=Cc1ccoc1)c1cc(O)cc(O)c1,O=C(N/N=C/c1ccoc1)c1cc(O)cc(O)c1
CHEMBL1423709,-1.916,Cn1cccc1C=C1C(=O)NC(=S)N(Cc2ccc(F)cc2)C1=O,Cn1cccc1/C=C1/C(=O)NC(=S)N(Cc2ccc(F)cc2)C1=O
CHEMBL583555,-0.668,Cc1ccc2cc3c(=N)c4c(C)ccc(C)c4[nH]c3nc2c1,Cc1ccc2cc3c(=N)c4c(C)ccc(C)c4[nH]c3nc2c1
CHEMBL1310120,-0.411,CC1=CC(=Cc2ccc(Br)o2)C(=O)O1,CC1=C/C(=C\c2ccc(Br)o2)C(=O)O1
CHEMBL4205373,-0.45,COc1cc2c(=NC3CC4CCC(C3)N4C)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CC4CCC(C3)N4C)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4210432,-0.504,Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(O)c(OCCCN4CCCC4)cc3[nH]2)o1,Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(O)c(OCCCN4CCCC4)cc3[nH]2)o1
CHEMBL4203186,-0.998,Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(C#N)c(OCCCN4CCCC4)cc3[nH]2)o1,Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(C#N)c(OCCCN4CCCC4)cc3[nH]2)o1
CHEMBL4588797,0.405,N#Cc1cn(C2OC(CSCCC(N)C(=O)O)C(O)C2O)c2[nH]cnc(=N)c12,N#Cc1cn([C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)c2[nH]cnc(=N)c12
CHEMBL3427571,-1.231,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(F)cc3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(F)cc3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL1602143,-1.863,COc1ccc2[nH]c(=Nc3nc(=O)cc(CSc4nnnn4-c4ccccc4)[nH]3)nc(C)c2c1,COc1ccc2[nH]c(=Nc3nc(=O)cc(CSc4nnnn4-c4ccccc4)[nH]3)nc(C)c2c1
CHEMBL1235825,0.609,CN(CCC(N)C(=O)O)CC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,CN(CCC(N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(=N)[nH]cnc32)[C@H](O)[C@@H]1O
CHEMBL2018855,0.076,N=c1[nH]cnc2c1ncn2C1OC(CN(CCc2csc3ccccc23)CCC(N)C(=O)O)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CN(CCc2csc3ccccc23)CCC(N)C(=O)O)[C@@H](O)[C@H]1O
CHEMBL1397916,-2.266,O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1,O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1
CHEMBL1612983,-1.404,C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc(Cl)cc3)c2=O)cc(C)n1-c1sc2c(c1C#N)CCCC2,C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc(Cl)cc3)c2=O)cc(C)n1-c1sc2c(c1C#N)CCCC2
CHEMBL1533230,-0.305,CC(C)(CS(=O)(=O)[O-])NC(=O)CC[N+](C)(C)CCO,CC(C)(CS(=O)(=O)[O-])NC(=O)CC[N+](C)(C)CCO
CHEMBL1904582,-0.092,NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O,NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O
CHEMBL1701761,1.746,OCC(O)c1oc(O)c(O)c1O,OCC(O)c1oc(O)c(O)c1O
CHEMBL3961701,-0.705,CNCCN1CCC(OCc2ccccc2)CC1,CNCCN1CCC(OCc2ccccc2)CC1
CHEMBL1916678,-0.599,Cc1ccc(S(=O)(=O)Oc2ccc(C3=NOC4CN(C)CC34)cc2)cc1,Cc1ccc(S(=O)(=O)Oc2ccc(C3=NOC4CN(C)CC34)cc2)cc1
CHEMBL4206035,-0.404,COc1cc2c(=NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4204482,-0.551,COc1cc2c(=NC3CC4(CCN(C(C)C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CC4(CCN(C(C)C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4215326,-0.035,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2
CHEMBL2171169,-0.598,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(=N)[nH]cnc32)[C@H](O)[C@@H]1O
CHEMBL1571682,-0.812,CCN(CC)CCC(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O,CCN(CC)CCC(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O
CHEMBL1975801,-1.334,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)c(OC)c3)c(=O)n2C1c1ccc(Cl)cc1,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(OCC(=O)O)c(OC)c3)c(=O)n2C1c1ccc(Cl)cc1
CHEMBL1441143,-1.288,CCCCCCCCc1n[nH]c(=NC(=O)c2ccco2)s1,CCCCCCCCc1n[nH]c(=NC(=O)c2ccco2)s1
CHEMBL1453126,-0.702,Cc1cc(C)c2c(=N)c3cccc(C)c3[nH]c2n1,Cc1cc(C)c2c(=N)c3cccc(C)c3[nH]c2n1
CHEMBL1317569,-1.888,CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1,CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1
CHEMBL1566994,-1.85,COc1cc(=NS(=O)(=O)c2ccc(NC(=S)NC(=O)C=Cc3ccco3)cc2)[nH]cn1,COc1cc(=NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccco3)cc2)[nH]cn1
CHEMBL1560128,-1.362,CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O,CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O
CHEMBL1519992,-1.707,Cc1ccc(-n2nc(-c3ccco3)cc2C(=O)O)c(C)c1,Cc1ccc(-n2nc(-c3ccco3)cc2C(=O)O)c(C)c1
CHEMBL2007178,-1.561,O=C(O)c1ccc(-n2cccc2C=NNC(=O)c2cc3cc(Br)ccc3o2)cc1,O=C(O)c1ccc(-n2cccc2/C=N\NC(=O)c2cc3cc(Br)ccc3o2)cc1
CHEMBL3134235,-0.8,COc1ccc(Cl)cc1NC(=O)CCc1ccc(CCC(=O)O)cc1,COc1ccc(Cl)cc1NC(=O)CCc1ccc(CCC(=O)O)cc1
CHEMBL149930,-0.928,COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)O)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)O)cc1
CHEMBL3134251,-0.943,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(N)=O)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(N)=O)cc1
CHEMBL3134247,-0.708,COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(C)CC(=O)O)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(C)CC(=O)O)cc1
CHEMBL3134244,-1.152,O=C(O)CCc1ccc(CCNC(=O)c2cc(Cl)ccc2F)cc1,O=C(O)CCc1ccc(CCNC(=O)c2cc(Cl)ccc2F)cc1
CHEMBL3134242,-0.674,O=C(O)CCc1ccc(CCNC(=O)c2cccnc2)cc1,O=C(O)CCc1ccc(CCNC(=O)c2cccnc2)cc1
CHEMBL1501577,-1.574,COC(=O)c1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1,COC(=O)c1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1
CHEMBL1561729,-0.944,O=C(O)c1ccc(-n2cccc2CC2=NC(=O)N(c3ccccc3)C2=O)cc1,O=C(O)c1ccc(-n2cccc2CC2=NC(=O)N(c3ccccc3)C2=O)cc1
CHEMBL1587837,-2.146,COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1,COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1
CHEMBL3780926,-0.617,NCCN1CCC(Cc2ccccc2)CC1,NCCN1CCC(Cc2ccccc2)CC1
CHEMBL3126651,-0.741,O=C(Nc1ccc(N=c2cc[nH]c3ccccc23)cc1)c1ccc(N=c2cc[nH]c3ccccc23)cc1,O=C(Nc1ccc(N=c2cc[nH]c3ccccc23)cc1)c1ccc(N=c2cc[nH]c3ccccc23)cc1
CHEMBL2047689,-0.225,O=C(NCCS)C(Cc1ccc(F)cc1)=NO,O=C(NCCS)C(Cc1ccc(F)cc1)=NO
CHEMBL2047716,-0.094,CN(C)c1ccc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc2ccc(N(C)C)c(Br)c2)=NO)cc1Br,CN(C)c1ccc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc2ccc(N(C)C)c(Br)c2)=NO)cc1Br
CHEMBL2047542,-0.142,CON=C(Cc1ccc(O)c(Br)c1)C(=O)NCCSC,CON=C(Cc1ccc(O)c(Br)c1)C(=O)NCCSC
CHEMBL4558658,-0.774,COc1cc2[nH]c(=NCc3ccc(F)cc3)[nH]c(=NC3CCN(C(=O)OC(C)(C)C)CC3)c2cc1OC,COc1cc2[nH]c(=NCc3ccc(F)cc3)[nH]c(=NC3CCN(C(=O)OC(C)(C)C)CC3)c2cc1OC
CHEMBL1469245,-1.841,COC(=O)c1c(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)sc2c1CCCCC2,COC(=O)c1c(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)sc2c1CCCCC2
CHEMBL1485277,-1.834,CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1,CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1
CHEMBL1480378,-2.137,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1
CHEMBL1521144,-2.126,O=C(CSc1nc(=O)c2cnn(-c3ccccc3)c2[nH]1)c1ccc(Cl)cc1,O=C(CSc1nc(=O)c2cnn(-c3ccccc3)c2[nH]1)c1ccc(Cl)cc1
CHEMBL1464280,-0.378,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C2(C)CC2)C3)c1,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C2(C)CC2)C3)c1
CHEMBL1490134,-1.517,C=CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1OC,C=CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1OC
CHEMBL2047704,-0.209,CN(C)c1ccc(CC(=NO)C(=O)NCCS)cc1Br,CN(C)c1ccc(CC(=NO)C(=O)NCCS)cc1Br
CHEMBL4068870,-0.771,COc1ccc(Cl)cc1C(=O)NCCc1ccc(C=CC(O)=NO)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(/C=C/C(O)=NO)cc1
CHEMBL4076931,-0.732,O=C(NCC=c1ccc(=CCC(O)=NO)cc1)c1ccc2[nH]cnc2c1,O=C(NCC=c1ccc(=CCC(O)=NO)cc1)c1ccc2[nH]cnc2c1
CHEMBL4077911,-0.593,Cc1cc(=NCCN2CCC(COc3ccc4c(=NCCCc5ccccc5)[nH]cnc4c3)CC2)cc[nH]1,Cc1cc(=NCCN2CCC(COc3ccc4c(=NCCCc5ccccc5)[nH]cnc4c3)CC2)cc[nH]1
CHEMBL2178774,0.017,O=C(NCCO)C(Cc1c[nH]c2ccc(Br)cc12)=NO,O=C(NCCO)C(Cc1c[nH]c2ccc(Br)cc12)=NO
CHEMBL4537137,-0.746,COc1cc2c(=NC3CCN(Cc4ccccc4)CC3)[nH]c(N3CCN(c4ccccc4)CC3)nc2cc1O,COc1cc2c(=NC3CCN(Cc4ccccc4)CC3)[nH]c(N3CCN(c4ccccc4)CC3)nc2cc1O
CHEMBL408018,-0.909,O=[N+]([O-])c1ccc(C2=NC(CN3CCCC3)CO2)cc1,O=[N+]([O-])c1ccc(C2=N[C@@H](CN3CCCC3)CO2)cc1
CHEMBL3427572,-0.86,COC(=O)C(Cc1ccc(-n2nnc(-c3cccc4ccccc34)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3cccc4ccccc34)n2)cc1)N1C(=O)C=CC1=O
CHEMBL1818030,0.278,O=C(NCCSSCCNC(=O)C(Cc1cccc(O)c1)=NO)C(Cc1cccc(O)c1)=NO,O=C(NCCSSCCNC(=O)C(Cc1cccc(O)c1)=NO)C(Cc1cccc(O)c1)=NO
CHEMBL3765066,-0.654,O=C1N=C(Cc2ccc(O)cc2)C(=O)N1c1ccc(Cl)cc1,O=C1N=C(Cc2ccc(O)cc2)C(=O)N1c1ccc(Cl)cc1
CHEMBL3764104,-0.89,O=C1N=C(Cc2ccc(Cl)cc2)C(=O)N1c1ccc(Cl)cc1,O=C1N=C(Cc2ccc(Cl)cc2)C(=O)N1c1ccc(Cl)cc1
CHEMBL2047706,-0.1,O=C(NCCSSCCNC(=O)C(Cc1ccc(F)cc1)=NO)C(Cc1ccc(F)cc1)=NO,O=C(NCCSSCCNC(=O)C(Cc1ccc(F)cc1)=NO)C(Cc1ccc(F)cc1)=NO
CHEMBL2047671,-0.385,CSCCNC(=O)C(=O)Cc1ccc(O)c(Br)c1,CSCCNC(=O)C(=O)Cc1ccc(O)c(Br)c1
CHEMBL1818136,0.166,CSCCNC(=O)C(Cc1ccc(O)c(Br)c1)=NO,CSCCNC(=O)C(Cc1ccc(O)c(Br)c1)=NO
CHEMBL4202651,-0.373,COc1cc2[nH]c(-c3ccc(C)o3)cc(=NC3CCN(C)CC3)c2cc1OC,COc1cc2[nH]c(-c3ccc(C)o3)cc(=NC3CCN(C)CC3)c2cc1OC
CHEMBL4203655,-0.132,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CCNCC1,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CCNCC1
CHEMBL1818033,0.121,O=C(NCCSSCCNC(=O)C(Cc1ccc(O)c(Cl)c1)=NO)C(Cc1ccc(O)c(Cl)c1)=NO,O=C(NCCSSCCNC(=O)C(Cc1ccc(O)c(Cl)c1)=NO)C(Cc1ccc(O)c(Cl)c1)=NO
CHEMBL1435948,-1.231,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1
CHEMBL1568915,3.377,CC(=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(=O)C(C)(C)C1CC3)C(=O)O,CC(=CCCC(C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O
CHEMBL1437464,-1.697,CCOC(=O)C1CCCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)C1,CCOC(=O)C1CCCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)C1
CHEMBL1332402,-1.773,Cc1ccc(NC(=O)CN2C(=O)SC(=Cc3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C,Cc1ccc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C
CHEMBL1780246,-0.07,O=C(O)C(c1c[nH]c2ccccc12)N1C(=O)C=C(c2ccccc2)C1=O,O=C(O)C(c1c[nH]c2ccccc12)N1C(=O)C=C(c2ccccc2)C1=O
CHEMBL3109083,-0.404,O=C(O)C(Cc1c[nH]c2ccccc12)n1c(=O)[nH]c2ccccc2c1=O,O=C(O)C(Cc1c[nH]c2ccccc12)n1c(=O)[nH]c2ccccc2c1=O
CHEMBL3109084,-0.718,O=C(O)C(Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-],O=C(O)C(Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-]
CHEMBL564490,0.464,CN1CCC(SCC2OC(n3cnc4c(=N)[nH]cnc43)C(O)C2O)C1,CN1CC[C@@H](SC[C@H]2O[C@@H](n3cnc4c(=N)[nH]cnc43)[C@H](O)[C@@H]2O)C1
CHEMBL1346592,-1.514,Cc1ccccc1NC(=O)CN1C(=O)N=C(Cc2cccn2-c2cccc(C(=O)O)c2)C1=O,Cc1ccccc1NC(=O)CN1C(=O)N=C(Cc2cccn2-c2cccc(C(=O)O)c2)C1=O
CHEMBL1341590,-0.2,CC(=O)OC=C1CSC2C(NC(=O)c3ccc(COc4cccc(Cl)c4Cl)o3)C(=O)N2C1C(=O)O,CC(=O)OC=C1CSC2C(NC(=O)c3ccc(COc4cccc(Cl)c4Cl)o3)C(=O)N2C1C(=O)O
CHEMBL1704614,0.39,O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21,O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21
CHEMBL580076,-1.185,COc1ccc2[nH]c(C)cc(=Nc3ccc(N4CCN(C)CC4)cc3)c2c1,COc1ccc2[nH]c(C)cc(=Nc3ccc(N4CCN(C)CC4)cc3)c2c1
CHEMBL4640870,-2.915,O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1,O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1
CHEMBL552309,0.658,N=c1[nH]cnc2c1ccn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,N=c1[nH]cnc2c1ccn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O
